CPTCode,CPTLongDesc
J0584,"INJECTION, BUROSUMAB-TWZA 1 MG"
J0585,"INJECTION, ONABOTULINUMTOXINA, 1 UNIT"
J0586,"INJECTION, ABOBOTULINUMTOXINA, 5 UNITS"
J0587,"INJECTION, RIMABOTULINUMTOXINB, 100 UNITS"
J0588,"INJECTION, INCOBOTULINUMTOXIN A, 1 UNIT"
J0590,"INJECTION, ETHYLNOREPINEPHRINE HCL, 1 ML"
J0592,"INJECTION, BUPRENORPHINE HYDROCHLORIDE, 0.1 MG"
J0594,"INJECTION, BUSULFAN, 1 MG"
J0595,"INJECTION, BUTORPHANOL TARTRATE, 1 MG"
J0596,"INJECTION, C1 ESTERASE INHIBITOR (RECOMBINANT), RUCONEST, 10 UNITS"
J0597,"INJECTION, C-1 ESTERASE INHIBITOR (HUMAN), BERINERT, 10 UNITS"
J0598,"INJECTION, C-1 ESTERASE INHIBITOR (HUMAN), CINRYZE, 10 UNITS"
J0599,"INJECTION, C-1 ESTERASE INHIBITOR (HUMAN), (HAEGARDA), 10 UNITS"
J0600,"INJECTION, EDETATE CALCIUM DISODIUM, UP TO 1000 MG"
J0604,"CINACALCET, ORAL, 1 MG, (FOR ESRD ON DIALYSIS)"
J0606,"INJECTION, ETELCALCETIDE, 0.1 MG"
J0610,"INJECTION, CALCIUM GLUCONATE, PER 10 ML"
J0620,"INJECTION, CALCIUM GLYCEROPHOSPHATE AND CALCIUM LACTATE, PER 10 ML"
J0630,"INJECTION, CALCITONIN SALMON, UP TO 400 UNITS"
J0635,"INJECTION, CALCITRIOL, 1 MCG AMP."
J0636,"INJECTION, CALCITRIOL, 0.1 MCG"
J0637,"INJECTION, CASPOFUNGIN ACETATE, 5 MG"
J0638,"INJECTION, CANAKINUMAB, 1 MG"
J0640,"INJECTION, LEUCOVORIN CALCIUM, PER 50 MG"
J0641,"INJECTION, LEVOLEUCOVORIN CALCIUM, 0.5 MG"
J0670,"INJECTION, MEPIVACAINE HYDROCHLORIDE, PER 10 ML"
J0680,DELETED CODE
J0690,"INJECTION, CEFAZOLIN SODIUM, 500 MG"
J0692,"INJECTION, CEFEPIME HYDROCHLORIDE, 500 MG"
J0694,"INJECTION, CEFOXITIN SODIUM, 1 GM"
J0695,"INJECTION, CEFTOLOZANE 50 MG AND TAZOBACTAM 25 MG"
J0696,"INJECTION, CEFTRIAXONE SODIUM, PER 250 MG"
J0697,"INJECTION, STERILE CEFUROXIME SODIUM, PER 750 MG"
J0698,"INJECTION, CEFOTAXIME SODIUM, PER GM"
J0700,DELETED CODE
J0702,"INJECTION, BETAMETHASONE ACETATE 3 MG AND BETAMETHASONE SODIUM PHOSPHATE 3 MG"
J0704,"INJECTION, BETAMETHASONE SODIUM PHOSPHATE, PER 4 MG"
J0706,"INJECTION, CAFFEINE CITRATE, 5 MG"
J0710,"INJECTION, CEPHAPIRIN SODIUM, UP TO 1 GM"
J0712,"INJECTION, CEFTAROLINE FOSAMIL, 10 MG"
J0713,"INJECTION, CEFTAZIDIME, PER 500 MG"
J0714,"INJECTION, CEFTAZIDIME AND AVIBACTAM, 0.5 G/0.125 G"
J0715,"INJECTION, CEFTIZOXIME SODIUM, PER 500 MG"
J0716,"INJECTION, CENTRUROIDES IMMUNE F(AB)2, UP TO 120 MILLIGRAMS"
J0717,"INJECTION, CERTOLIZUMAB PEGOL, 1 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
J0718,"INJECTION, CERTOLIZUMAB PEGOL, 1 MG"
J0720,"INJECTION, CHLORAMPHENICOL SODIUM SUCCINATE, UP TO 1 GM"
J0725,"INJECTION, CHORIONIC GONADOTROPIN, PER 1,000 USP UNITS"
J0730,"INJECTION, CHLORPHENIRAMINE MALEATE, PER 10 MG"
J0735,"INJECTION, CLONIDINE HYDROCHLORIDE, 1 MG"
J0740,"INJECTION, CIDOFOVIR, 375 MG"
J0743,"INJECTION, CILASTATIN SODIUM; IMIPENEM, PER 250 MG"
J0744,"INJECTION, CIPROFLOXACIN FOR INTRAVENOUS INFUSION, 200 MG"
J0745,"INJECTION, CODEINE PHOSPHATE, PER 30 MG"
J0760,"INJECTION, COLCHICINE, PER 1 MG"
J0770,"INJECTION, COLISTIMETHATE SODIUM, UP TO 150 MG"
J0775,"INJECTION, COLLAGENASE, CLOSTRIDIUM HISTOLYTICUM, 0.01 MG"
J0780,"INJECTION, PROCHLORPERAZINE, UP TO 10 MG"
J0790,DELETED CODE
J0795,"INJECTION, CORTICORELIN OVINE TRIFLUTATE, 1 MICROGRAM"
J0800,"INJECTION, CORTICOTROPIN, UP TO 40 UNITS"
J0810,"INJECTION, CORTISONE, UP TO 50 MG"
J0820,DELETED CODE
J0830,DELETED CODE
J0833,"INJECTION, COSYNTROPIN, NOT OTHERWISE SPECIFIED, 0.25 MG"
J0834,"INJECTION, COSYNTROPIN, 0.25 MG"
J0835,"INJECTION, COSYNTROPIN, PER 0. 25 MG"
J0840,"INJECTION, CROTALIDAE POLYVALENT IMMUNE FAB (OVINE), UP TO 1 GRAM"
J0841,"INJECTION, CROTALIDAE IMMUNE F(AB')2 (EQUINE), 120 MG"
J0850,"INJECTION, CYTOMEGALOVIRUS IMMUNE GLOBULIN INTRAVENOUS (HUMAN), PER VIAL"
J0875,"INJECTION, DALBAVANCIN, 5 MG"
J0878,"INJECTION, DAPTOMYCIN, 1 MG"
J0880,"INJECTION, DARBEPOETIN ALFA, 5 MCG"
J0881,"INJECTION, DARBEPOETIN ALFA, 1 MICROGRAM (NON-ESRD USE)"
J0882,"INJECTION, DARBEPOETIN ALFA, 1 MICROGRAM (FOR ESRD ON DIALYSIS)"
J0883,"INJECTION, ARGATROBAN, 1 MG (FOR NON-ESRD USE)"
J0884,"INJECTION, ARGATROBAN, 1 MG (FOR ESRD ON DIALYSIS)"
J0885,"INJECTION, EPOETIN ALFA, (FOR NON-ESRD USE), 1000 UNITS"
J0886,"INJECTION, EPOETIN ALFA, 1000 UNITS (FOR ESRD ON DIALYSIS)"
J0887,"INJECTION, EPOETIN BETA, 1 MICROGRAM, (FOR ESRD ON DIALYSIS)"
J0888,"INJECTION, EPOETIN BETA, 1 MICROGRAM, (FOR NON ESRD USE)"
J0890,"INJECTION, PEGINESATIDE, 0.1 MG (FOR ESRD ON DIALYSIS)"
J0894,"INJECTION, DECITABINE, 1 MG"
J0895,"INJECTION, DEFEROXAMINE MESYLATE, 500 MG"
J0897,"INJECTION, DENOSUMAB, 1 MG"
J0900,"INJECTION, TESTOSTERONE ENANTHATE AND ESTRADIOL VALERATE, UP TO 1 CC"
J0945,"INJECTION, BROMPHENIRAMINE MALEATE, PER 10 MG"
J0970,"INJECTION, ESTRADIOL VALERATE, UP TO 40 MG"
J1000,"INJECTION, DEPO-ESTRADIOL CYPIONATE, UP TO 5 MG"
J1020,"INJECTION, METHYLPREDNISOLONE ACETATE, 20 MG"
J1030,"INJECTION, METHYLPREDNISOLONE ACETATE, 40 MG"
J1040,"INJECTION, METHYLPREDNISOLONE ACETATE, 80 MG"
J1050,"INJECTION, MEDROXYPROGESTERONE ACETATE, 1 MG"
J1051,"INJECTION, MEDROXYPROGESTERONE ACETATE, 50 MG"
J1055,"INJECTION, MEDROXYPROGESTERONE ACETATE FOR CONTRACEPTIVE USE, 150 MG"
J1056,"INJECTION, MEDROXYPROGESTERONE ACETATE / ESTRADIOL CYPIONATE, 5MG / 25MG"
J1060,"INJECTION, TESTOSTERONE CYPIONATE AND ESTRADIOL CYPIONATE, UP TO 1 ML"
J1070,"INJECTION, TESTOSTERONE CYPIONATE, UP TO 100 MG"
J1071,"INJECTION, TESTOSTERONE CYPIONATE, 1 MG"
J1080,"INJECTION, TESTOSTERONE CYPIONATE, 1 CC, 200 MG"
J1090,"INJECTION, TESTOSTERONE CYPIONATE, 1 CC, 50 MG"
J1094,"INJECTION, DEXAMETHASONE ACETATE, 1 MG"
J1095,"Injection, dexamethasone 9 percent, intraocular, 1 microgram"
J1100,"INJECTION, DEXAMETHASONE SODIUM PHOSPHATE, 1 MG"
J1110,"INJECTION, DIHYDROERGOTAMINE MESYLATE, PER 1 MG"
J1120,"INJECTION, ACETAZOLAMIDE SODIUM, UP TO 500 MG"
J1130,"INJECTION, DICLOFENAC SODIUM, 0.5 MG"
J1155,DELETED CODE
J1160,"INJECTION, DIGOXIN, UP TO 0.5 MG"
J1162,"INJECTION, DIGOXIN IMMUNE FAB (OVINE), PER VIAL"
J1165,"INJECTION, PHENYTOIN SODIUM, PER 50 MG"
J1170,"INJECTION, HYDROMORPHONE, UP TO 4 MG"
J1180,"INJECTION, DYPHYLLINE, UP TO 500 MG"
J1190,"INJECTION, DEXRAZOXANE HYDROCHLORIDE, PER 250 MG"
J1200,"INJECTION, DIPHENHYDRAMINE HCL, UP TO 50 MG"
J1205,"INJECTION, CHLOROTHIAZIDE SODIUM, PER 500 MG"
J1212,"INJECTION, DMSO, DIMETHYL SULFOXIDE, 50%, 50 ML"
J1230,"INJECTION, METHADONE HCL, UP TO 10 MG"
J1240,"INJECTION, DIMENHYDRINATE, UP TO 50 MG"
J1245,"INJECTION, DIPYRIDAMOLE, PER 10 MG"
J1250,"INJECTION, DOBUTAMINE HYDROCHLORIDE, PER 250 MG"
J1260,"INJECTION, DOLASETRON MESYLATE, 10 MG"
J1265,"INJECTION, DOPAMINE HCL, 40 MG"
J1267,"INJECTION, DORIPENEM, 10 MG"
J1270,"INJECTION, DOXERCALCIFEROL, 1 MCG"
J1290,"INJECTION, ECALLANTIDE, 1 MG"
J1300,"INJECTION, ECULIZUMAB, 10 MG"
J1301,"INJECTION, EDARAVONE, 1 MG"
J1320,"INJECTION, AMITRIPTYLINE HCL, UP TO 20 MG"
J1322,"INJECTION, ELOSULFASE ALFA, 1 MG"
J1324,"INJECTION, ENFUVIRTIDE, 1 MG"
J1325,"INJECTION, EPOPROSTENOL, 0.5 MG"
J1327,"INJECTION, EPTIFIBATIDE, 5 MG"
J1330,"INJECTION, ERGONOVINE MALEATE, UP TO 0.2 MG"
J1335,"INJECTION, ERTAPENEM SODIUM, 500 MG"
J1340,DELETED CODE
J1350,DELETED CODE
J1360,DELETED CODE
J1362,"INJECTION, ERYTHROMYCIN GLUCEPTATE, PER 250 MG"
J1364,"INJECTION, ERYTHROMYCIN LACTOBIONATE, PER 500 MG"
J1380,"INJECTION, ESTRADIOL VALERATE, UP TO 10 MG"
J1390,"INJECTION, ESTRADIOL VALERATE, UP TO 20 MG"
J1410,"INJECTION, ESTROGEN CONJUGATED, PER 25 MG"
J1428,"INJECTION, ETEPLIRSEN, 10 MG"
J1430,"INJECTION, ETHANOLAMINE OLEATE, 100 MG"
J1435,"INJECTION, ESTRONE, PER 1 MG"
J1436,"INJECTION, ETIDRONATE DISODIUM, PER 300 MG"
J1438,"INJECTION, ETANERCEPT, 25 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
J1439,"INJECTION, FERRIC CARBOXYMALTOSE, 1 MG"
J1440,"INJECTION, FILGRASTIM (G-CSF), 300 MCG"
J1441,"INJECTION, FILGRASTIM (G-CSF), 480 MCG"
J1442,"INJECTION, FILGRASTIM (G-CSF), EXCLUDES BIOSIMILARS, 1 MICROGRAM"
J1443,"INJECTION, FERRIC PYROPHOSPHATE CITRATE SOLUTION, 0.1 MG OF IRON"
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron"
J1446,"INJECTION, TBO-FILGRASTIM, 5 MICROGRAMS"
J1447,"INJECTION, TBO-FILGRASTIM, 1 MICROGRAM"
J1450,"INJECTION FLUCONAZOLE, 200 MG"
J1451,"INJECTION, FOMEPIZOLE, 15 MG"
J1452,"INJECTION, FOMIVIRSEN SODIUM, INTRAOCULAR, 1.65 MG"
J1453,"INJECTION, FOSAPREPITANT, 1 MG"
J1454,"INJECTION, FOSNETUPITANT 235 MG AND PALONOSETRON 0.25 MG"
J1455,"INJECTION, FOSCARNET SODIUM, PER 1000 MG"
J1457,"INJECTION, GALLIUM NITRATE, 1 MG"
J1458,"INJECTION, GALSULFASE, 1 MG"
J1459,"INJECTION, IMMUNE GLOBULIN (PRIVIGEN), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG"
J1460,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 1 CC"
J1470,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 2 CC"
J1480,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 3 CC"
J1490,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 4 CC"
J1500,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 5 CC"
J1510,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 6 CC"
J1520,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 7 CC"
J1530,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 8 CC"
J1540,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 9 CC"
J1550,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, 10 CC"
J1555,"INJECTION, IMMUNE GLOBULIN (CUVITRU), 100 MG"
J1556,"INJECTION, IMMUNE GLOBULIN (BIVIGAM), 500 MG"
J1557,"INJECTION, IMMUNE GLOBULIN, (GAMMAPLEX), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG"
J1559,"INJECTION, IMMUNE GLOBULIN (HIZENTRA), 100 MG"
J1560,"INJECTION, GAMMA GLOBULIN, INTRAMUSCULAR, OVER 10 CC"
J1561,"INJECTION, IMMUNE GLOBULIN, (GAMUNEX-C/GAMMAKED), NON-LYOPHILIZED (E.G., LIQUID), 500 MG"
J1562,"INJECTION, IMMUNE GLOBULIN (VIVAGLOBIN), 100 MG"
J1563,"INJECTION, IMMUNE GLOBULIN, INTRAVENOUS, 1G"
J1564,"INJECTION, IMMUNE GLOBULIN, INTRAVENOUS, 10 MG"
J1565,"INJECTION, RESPIRATORY SYNCYTIAL VIRUS IMMUNE GLOBULIN, INTRAVENOUS, 50 MG"
J1566,"INJECTION, IMMUNE GLOBULIN, INTRAVENOUS, LYOPHILIZED (E.G., POWDER), NOT OTHERWISE SPECIFIED, 500 MG"
J1567,"INJECTION, IMMUNE GLOBULIN, INTRAVENOUS, NON-LYOPHILIZED (E.G. LIQUID), 500 MG"
J1568,"INJECTION, IMMUNE GLOBULIN, (OCTAGAM), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG"
J1569,"INJECTION, IMMUNE GLOBULIN, (GAMMAGARD LIQUID), NON-LYOPHILIZED, (E.G., LIQUID), 500 MG"
J1570,"INJECTION, GANCICLOVIR SODIUM, 500 MG"
J1571,"INJECTION, HEPATITIS B IMMUNE GLOBULIN (HEPAGAM B), INTRAMUSCULAR, 0.5 ML"
J1572,"INJECTION, IMMUNE GLOBULIN, (FLEBOGAMMA/FLEBOGAMMA DIF), INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), 500 MG"
J1573,"INJECTION, HEPATITIS B IMMUNE GLOBULIN (HEPAGAM B), INTRAVENOUS, 0.5 ML"
J1575,"INJECTION, IMMUNE GLOBULIN/HYALURONIDASE, (HYQVIA), 100 MG IMMUNEGLOBULIN"
J1580,"INJECTION, GARAMYCIN, GENTAMICIN, UP TO 80 MG"
J1590,"INJECTION, GATIFLOXACIN, 10 MG"
J1595,"INJECTION, GLATIRAMER ACETATE, 20 MG"
J1599,"INJECTION, IMMUNE GLOBULIN, INTRAVENOUS, NON-LYOPHILIZED (E.G., LIQUID), NOT OTHERWISE SPECIFIED, 500 MG"
J1600,"INJECTION, GOLD SODIUM THIOMALATE, UP TO 50 MG"
J1602,"INJECTION, GOLIMUMAB, 1 MG, FOR INTRAVENOUS USE"
J1610,"INJECTION, GLUCAGON HYDROCHLORIDE, PER 1 MG"
J1620,"INJECTION, GONADORELIN HYDROCHLORIDE, PER 100 MCG"
J1625,GRANISETRON HYDROCHLOR/1 MG
J1626,"INJECTION, GRANISETRON HYDROCHLORIDE, 100 MCG"
J1627,"INJECTION, GRANISETRON, EXTENDED-RELEASE, 0.1 MG"
J1628,"INJECTION, GUSELKUMAB, 1 MG"
J1630,"INJECTION, HALOPERIDOL, UP TO 5 MG"
J1631,"INJECTION, HALOPERIDOL DECANOATE, PER 50 MG"
J1640,"INJECTION, HEMIN, 1 MG"
J1642,"INJECTION, HEPARIN SODIUM, (HEPARIN LOCK FLUSH), PER 10 UNITS"
J1644,"INJECTION, HEPARIN SODIUM, PER 1000 UNITS"
J1645,"INJECTION, DALTEPARIN SODIUM, PER 2500 IU"
J1650,"INJECTION, ENOXAPARIN SODIUM, 10 MG"
J1652,"INJECTION, FONDAPARINUX SODIUM, 0.5 MG"
J1655,"INJECTION, TINZAPARIN SODIUM, 1000 IU"
J1670,"INJECTION, TETANUS IMMUNE GLOBULIN, HUMAN, UP TO 250 UNITS"
J1675,"INJECTION, HISTRELIN ACETATE, 10 MICROGRAMS"
J1680,"INJECTION, HUMAN FIBRINOGEN CONCENTRATE, 100 MG"
J1690,"INJECTION, PREDNISOLONE TEBUTATE, UP TO 20 MG"
J1700,"INJECTION, HYDROCORTISONE ACETATE, UP TO 25 MG"
J1710,"INJECTION, HYDROCORTISONE SODIUM PHOSPHATE, UP TO 50 MG"
J1720,"INJECTION, HYDROCORTISONE SODIUM SUCCINATE, UP TO 100 MG"
J1725,"INJECTION, HYDROXYPROGESTERONE CAPROATE, 1 MG"
J1726,"INJECTION, HYDROXYPROGESTERONE CAPROATE, (MAKENA), 10 MG"
J1729,"INJECTION, HYDROXYPROGESTERONE CAPROATE, NOT OTHERWISE SPECIFIED, 10 MG"
J1730,"INJECTION, DIAZOXIDE, UP TO 300 MG"
J1739,"INJECTION, HYDROXYPROGESTERONE CAPROATE 125 MG/ML"
J1740,"INJECTION, IBANDRONATE SODIUM, 1 MG"
J1741,"INJECTION, IBUPROFEN, 100 MG"
J1742,"INJECTION, IBUTILIDE FUMARATE, 1 MG"
J1743,"INJECTION, IDURSULFASE, 1 MG"
J1744,"INJECTION, ICATIBANT, 1 MG"
J1745,"INJECTION, INFLIXIMAB, EXCLUDES BIOSIMILAR, 10 MG"
J1746,"INJECTION, IBALIZUMAB-UIYK, 10 MG"
J1750,"INJECTION, IRON DEXTRAN, 50 MG"
J1751,"INJECTION, IRON DEXTRAN 165, 50 MG"
J1752,"INJECTION, IRON DEXTRAN 267, 50 MG"
J1755,"INJECTION, IRON SUCROSE, 20MG"
J1756,"INJECTION, IRON SUCROSE, 1 MG"
J1760,IRON DEXTRAN 2 CC INJ
J1770,IRON DEXTRAN 5 CC INJ
J1780,IRON DEXTRAN 10 CC INJ
J1785,"INJECTION, IMIGLUCERASE, PER UNIT"
J1786,"INJECTION, IMIGLUCERASE, 10 UNITS"
J1790,"INJECTION, DROPERIDOL, UP TO 5 MG"
J1800,"INJECTION, PROPRANOLOL HCL, UP TO 1 MG"
J1810,"INJECTION, DROPERIDOL AND FENTANYL CITRATE, UP TO 2 ML AMPULE"
J1815,"INJECTION, INSULIN, PER 5 UNITS"
J1817,"INSULIN FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS"
J1820,"INJECTION, INSULIN, UP TO 100 UNITS"
J1825,"INJECTION, INTERFERON BETA-1A, 33 MCG"
J1826,"INJECTION, INTERFERON BETA-1A, 30 MCG"
J1830,"INJECTION, INTERFERON BETA-1B, 0.25 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
J1833,"INJECTION, ISAVUCONAZONIUM, 1 MG"
J1835,"INJECTION, ITRACONAZOLE, 50 MG"
J1840,"INJECTION, KANAMYCIN SULFATE, UP TO 500 MG"
J1850,"INJECTION, KANAMYCIN SULFATE, UP TO 75 MG"
J1885,"INJECTION, KETOROLAC TROMETHAMINE, PER 15 MG"
J1890,"INJECTION, CEPHALOTHIN SODIUM, UP TO 1 GRAM"
J1910,"INJECTION, KUTAPRESSIN, UP TO 2 ML"
J1930,"INJECTION, LANREOTIDE, 1 MG"
J1931,"INJECTION, LARONIDASE, 0.1 MG"
J1940,"INJECTION, FUROSEMIDE, UP TO 20 MG"
J1942,"INJECTION, ARIPIPRAZOLE LAUROXIL, 1 MG"
J1945,"INJECTION, LEPIRUDIN, 50 MG"
J1950,"INJECTION, LEUPROLIDE ACETATE (FOR DEPOT SUSPENSION), PER 3.75 MG"
J1953,"INJECTION, LEVETIRACETAM, 10 MG"
J1955,"INJECTION, LEVOCARNITINE, PER 1 GM"
J1956,"INJECTION, LEVOFLOXACIN, 250 MG"
J1960,"INJECTION, LEVORPHANOL TARTRATE, UP TO 2 MG"
J1970,"INJECTION, METHOTRIMEPRAZINE, UP TO 20 MG"
J1980,"INJECTION, HYOSCYAMINE SULFATE, UP TO 0.25 MG"
J1990,"INJECTION, CHLORDIAZEPOXIDE HCL, UP TO 100 MG"
J2000,"INJECTION, LIDOCAINE HCL, 50 CC"
J2001,"INJECTION, LIDOCAINE HCL FOR INTRAVENOUS INFUSION, 10 MG"
J2010,"INJECTION, LINCOMYCIN HCL, UP TO 300 MG"
J2020,"INJECTION, LINEZOLID, 200 MG"
J2050,DELETED CODE
J2060,"INJECTION, LORAZEPAM, 2 MG"
J2062,"LOXAPINE FOR INHALATION, 1 MG"
J2100,DELETED CODE
J2150,"INJECTION, MANNITOL, 25% IN 50 ML"
J2160,DELETED CODE
J2170,"INJECTION, MECASERMIN, 1 MG"
J2175,"INJECTION, MEPERIDINE HYDROCHLORIDE, PER 100 MG"
J2180,"INJECTION, MEPERIDINE AND PROMETHAZINE HCL, UP TO 50 MG"
J2182,"INJECTION, MEPOLIZUMAB, 1 MG"
J2185,"INJECTION, MEROPENEM, 100 MG"
J2186,"Injection, meropenem and vaborbactam, 10mg/10mg, (20mg)"
J2190,DELETED CODE
J2210,"INJECTION, METHYLERGONOVINE MALEATE, UP TO 0.2 MG"
J2212,"INJECTION, METHYLNALTREXONE, 0.1 MG"
J2240,"INJECTION, METOCURINE IODIDE, UP TO 2 MG"
J2248,"INJECTION, MICAFUNGIN SODIUM, 1 MG"
J2250,"INJECTION, MIDAZOLAM HYDROCHLORIDE, PER 1 MG"
J2260,"INJECTION, MILRINONE LACTATE, 5 MG"
J2265,"INJECTION, MINOCYCLINE HYDROCHLORIDE, 1 MG"
J2270,"INJECTION, MORPHINE SULFATE, UP TO 10 MG"
J2271,"INJECTION, MORPHINE SULFATE, 100MG"
J2274,"INJECTION, MORPHINE SULFATE, PRESERVATIVE-FREE FOR EPIDURAL OR INTRATHECAL USE, 10 MG"
J2275,"INJECTION, MORPHINE SULFATE (PRESERVATIVE-FREE STERILE SOLUTION), PER 10 MG"
J2278,"INJECTION, ZICONOTIDE, 1 MICROGRAM"
J2280,"INJECTION, MOXIFLOXACIN, 100 MG"
J2300,"INJECTION, NALBUPHINE HYDROCHLORIDE, PER 10 MG"
J2310,"INJECTION, NALOXONE HYDROCHLORIDE, PER 1 MG"
J2315,"INJECTION, NALTREXONE, DEPOT FORM, 1 MG"
J2320,"INJECTION, NANDROLONE DECANOATE, UP TO 50 MG"
J2321,"INJECTION, NANDROLONE DECANOATE, UP TO 100 MG"
J2322,"INJECTION, NANDROLONE DECANOATE, UP TO 200 MG"
J2323,"INJECTION, NATALIZUMAB, 1 MG"
J2324,"INJECTION, NESIRITIDE, 0.25 MG"
J2325,"INJECTION, NESIRITIDE, 0.1 MG"
J2326,"INJECTION, NUSINERSEN, 0.1 MG"
J2330,"INJECTION, THIOTHIXENE, UP TO 4 MG"
J2350,"INJECTION, OCRELIZUMAB, 1 MG"
J2352,"INJECTION, OCTREOTIDE ACETATE, 1 MG"
J2353,"INJECTION, OCTREOTIDE, DEPOT FORM FOR INTRAMUSCULAR INJECTION, 1 MG"
J2354,"INJECTION, OCTREOTIDE, NON-DEPOT FORM FOR SUBCUTANEOUS OR INTRAVENOUS INJECTION, 25 MCG"
J2355,"INJECTION, OPRELVEKIN, 5 MG"
J2357,"INJECTION, OMALIZUMAB, 5 MG"
J2358,"INJECTION, OLANZAPINE, LONG-ACTING, 1 MG"
J2360,"INJECTION, ORPHENADRINE CITRATE, UP TO 60 MG"
J2370,"INJECTION, PHENYLEPHRINE HCL, UP TO 1 ML"
J2400,"INJECTION, CHLOROPROCAINE HYDROCHLORIDE, PER 30 ML"
J2405,"INJECTION, ONDANSETRON HYDROCHLORIDE, PER 1 MG"
J2407,"INJECTION, ORITAVANCIN, 10 MG"
J2410,"INJECTION, OXYMORPHONE HCL, UP TO 1 MG"
J2425,"INJECTION, PALIFERMIN, 50 MICROGRAMS"
J2426,"INJECTION, PALIPERIDONE PALMITATE EXTENDED RELEASE, 1 MG"
J2430,"INJECTION, PAMIDRONATE DISODIUM, PER 30 MG"
J2440,"INJECTION, PAPAVERINE HCL, UP TO 60 MG"
J2460,"INJECTION, OXYTETRACYCLINE HCL, UP TO 50 MG"
J2469,"INJECTION, PALONOSETRON HCL, 25 MCG"
J2480,"INJECTION, HYDROCHLORIDES OF OPIUM ALKALOIDS, UP TO 20 MG"
J2490,DELETED CODE
J2495,DELETED CODE
J2500,"INJECTION, PARICALCITOL, 5 MCG"
J2501,"INJECTION, PARICALCITOL, 1 MCG"
J2502,"INJECTION, PASIREOTIDE LONG ACTING, 1 MG"
J2503,"INJECTION, PEGAPTANIB SODIUM, 0.3 MG"
J2504,"INJECTION, PEGADEMASE BOVINE, 25 IU"
J2505,"INJECTION, PEGFILGRASTIM, 6 MG"
J2507,"INJECTION, PEGLOTICASE, 1 MG"
J2510,"INJECTION, PENICILLIN G PROCAINE, AQUEOUS, UP TO 600,000 UNITS"
J2512,"INJECTION, PENTAGASTRIN, PER 2 ML"
J2513,"INJECTION, PENTASTARCH, 10% SOLUTION, 100 ML"
J2515,"INJECTION, PENTOBARBITAL SODIUM, PER 50 MG"
J2520,DELETED CODE
J2540,"INJECTION, PENICILLIN G POTASSIUM, UP TO 600,000 UNITS"
J2543,"INJECTION, PIPERACILLIN SODIUM/TAZOBACTAM SODIUM, 1 GRAM/0.125 GRAMS (1.125 GRAMS)"
J2545,"PENTAMIDINE ISETHIONATE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER 300 MG"
J2547,"INJECTION, PERAMIVIR, 1 MG"
J2550,"INJECTION, PROMETHAZINE HCL, UP TO 50 MG"
J2560,"INJECTION, PHENOBARBITAL SODIUM, UP TO 120 MG"
J2562,"INJECTION, PLERIXAFOR, 1 MG"
J2590,"INJECTION, OXYTOCIN, UP TO 10 UNITS"
J2595,DELETED CODE
J2597,"INJECTION, DESMOPRESSIN ACETATE, PER 1 MCG"
J2600,DELETED CODE
J2640,"INJECTION, PREDNISOLONE SODIUM PHOSPHATE, TO 20 MG"
J2650,"INJECTION, PREDNISOLONE ACETATE, UP TO 1 ML"
J2670,"INJECTION, TOLAZOLINE HCL, UP TO 25 MG"
J2672,DELETED CODE
J2675,"INJECTION, PROGESTERONE, PER 50 MG"
J2680,"INJECTION, FLUPHENAZINE DECANOATE, UP TO 25 MG"
J2690,"INJECTION, PROCAINAMIDE HCL, UP TO 1 GM"
J2700,"INJECTION, OXACILLIN SODIUM, UP TO 250 MG"
J2704,"INJECTION, PROPOFOL, 10 MG"
